256, 440, 80, 74, 0.500000, 0.500000, 0 
351, 347, 167, 109, 0.500000, 0.750000, 0 
365, 350, 158, 117, 0.450000, 0.750000, 0 
331, 346, 171, 126, 0.400000, 0.750000, 0 
352, 325, 142, 144, 0.350000, 0.800000, 0 
318, 299, 129, 134, 0.250000, 0.800000, 0 
259, 280, 154, 113, 0.250000, 0.800000, 0 
219, 255, 168, 124, 0.300000, 0.850000, 0 
405, 323, 132, 150, 0.350000, 0.850000, 0 
333, 321, 136, 167, 0.250000, 0.850000, 0 
240, 249, 156, 172, 0.150000, 0.900000, 0 
203, 217, 154, 153, 0.200000, 0.950000, 0 
210, 239, 184, 116, 0.300000, 0.850000, 0 
261, 309, 217, 132, 0.400000, 0.850000, 0 
285, 310, 192, 158, 0.400000, 1.000000, 0 
333, 341, 146, 188, 0.400000, 1.000000, 0 
288, 288, 169, 203, 0.300000, 1.000000, 0 
178, 177, 229, 145, 0.250000, 1.000000, 0 
236, 244, 206, 112, 0.400000, 0.950000, 0 
341, 273, 195, 140, 0.450000, 0.950000, 0 
330, 295, 183, 144, 0.400000, 0.900000, 0 
346, 325, 149, 147, 0.350000, 0.850000, 0 
332, 323, 153, 153, 0.300000, 0.850000, 0 
336, 282, 137, 151, 0.250000, 0.900000, 0 
263, 224, 125, 147, 0.150000, 0.950000, 0 
213, 239, 154, 113, 0.150000, 0.800000, 0 
233, 252, 155, 105, 0.250000, 0.800000, 0 
250, 234, 160, 122, 0.300000, 0.850000, 0 
249, 269, 168, 120, 0.350000, 0.850000, 0 
235, 267, 193, 107, 0.400000, 0.900000, 0 
361, 272, 185, 136, 0.450000, 0.950000, 0 
317, 278, 167, 131, 0.350000, 0.850000, 0 
293, 242, 131, 85, 0.300000, 0.800000, 0 
211, 255, 149, 85, 0.300000, 0.750000, 0 
262, 297, 156, 93, 0.400000, 0.750000, 0 
224, 306, 183, 78, 0.450000, 0.750000, 0 
259, 301, 191, 83, 0.550000, 0.850000, 0 
265, 290, 200, 90, 0.600000, 0.950000, 0 
317, 270, 168, 86, 0.700000, 1.000000, 0 
287, 270, 165, 99, 0.700000, 1.000000, 0 
302, 284, 155, 98, 0.750000, 1.000000, 0 
405, 283, 158, 74, 0.800000, 1.000000, 0 
400, 257, 164, 70, 0.750000, 1.000000, 0 
376, 275, 176, 64, 0.700000, 0.950000, 0 
382, 270, 185, 72, 0.650000, 0.950000, 0 
376, 288, 173, 99, 0.600000, 0.900000, 0 
341, 301, 157, 105, 0.500000, 0.850000, 0 
372, 301, 159, 118, 0.450000, 0.850000, 0 
329, 306, 148, 107, 0.350000, 0.800000, 0 
335, 283, 138, 106, 0.300000, 0.800000, 0 
330, 250, 120, 89, 0.300000, 0.800000, 0 
340, 289, 114, 91, 0.250000, 0.750000, 0 
344, 313, 107, 140, 0.200000, 0.750000, 0 
309, 299, 97, 75, 0.100000, 0.800000, 0 
242, 274, 102, 76, 0.050000, 0.800000, 0 
250, 400, 124, 75, 0.500000, 0.500000, 0 
238, 267, 147, 51, 0.550000, 0.750000, 0 
250, 294, 152, 58, 0.600000, 0.800000, 0 
308, 291, 157, 57, 0.700000, 0.850000, 0 
474, 245, 143, 40, 0.750000, 0.900000, 0 
319, 264, 107, 39, 0.600000, 0.750000, 0 
264, 265, 104, 36, 0.600000, 0.750000, 0 
424, 294, 110, 47, 0.650000, 0.750000, 0 
279, 288, 185, 71, 0.550000, 0.850000, 0 
406, 248, 177, 71, 0.600000, 0.900000, 0 
219, 289, 185, 73, 0.550000, 0.850000, 0 
401, 282, 193, 85, 0.650000, 0.950000, 0 
401, 256, 174, 111, 0.550000, 1.000000, 0 
347, 253, 164, 140, 0.450000, 0.950000, 0 
242, 309, 202, 109, 0.400000, 0.850000, 0 
226, 250, 197, 105, 0.450000, 1.000000, 0 
287, 233, 199, 86, 0.550000, 1.000000, 0 
397, 216, 193, 78, 0.600000, 1.000000, 0 
199, 272, 194, 78, 0.550000, 0.900000, 0 
426, 255, 185, 91, 0.650000, 1.000000, 0 
258, 234, 158, 55, 0.550000, 0.900000, 0 
274, 299, 153, 63, 0.650000, 0.850000, 0 
328, 239, 129, 56, 0.700000, 0.950000, 0 
241, 303, 146, 67, 0.700000, 0.850000, 0 
287, 318, 142, 105, 0.800000, 1.000000, 0 
309, 351, 144, 92, 0.850000, 1.000000, 0 
422, 323, 142, 69, 0.850000, 1.000000, 0 
473, 284, 150, 58, 0.800000, 1.000000, 0 
441, 308, 167, 66, 0.700000, 0.900000, 0 
395, 272, 160, 72, 0.600000, 0.900000, 0 
252, 193, 127, 44, 0.550000, 0.900000, 0 
209, 279, 135, 49, 0.600000, 0.800000, 0 
255, 316, 132, 50, 0.700000, 0.850000, 0 
221, 309, 130, 82, 0.750000, 0.950000, 0 
269, 365, 137, 87, 0.850000, 1.000000, 0 
481, 341, 150, 58, 0.900000, 1.000000, 0 
477, 280, 140, 57, 0.800000, 1.000000, 0 
285, 248, 127, 55, 0.700000, 0.950000, 0 
227, 304, 145, 45, 0.750000, 0.850000, 0 
269, 338, 132, 78, 0.800000, 1.000000, 0 
374, 379, 155, 87, 0.900000, 1.000000, 0 
395, 400, 135, 92, 0.850000, 1.000000, 0 
434, 384, 149, 95, 0.800000, 1.000000, 0 
433, 382, 152, 103, 0.700000, 1.000000, 0 
355, 375, 166, 157, 0.550000, 1.000000, 0 
268, 285, 193, 96, 0.500000, 1.000000, 0 
387, 305, 178, 115, 0.550000, 1.000000, 0 
355, 299, 216, 162, 0.450000, 1.000000, 0 
299, 240, 147, 152, 0.400000, 1.000000, 0 
